VERSE,SCRIPTURE
Verse 6,"Izindlebe zinazo, kepha azizwa; zinamakhala, kepha azihogeli.  "
Verse 7,"Zinezandla, kepha aziphathi; zinezinyawo, kepha azihambi; azikhulumi ngomphimbo wazo.  "
Verse 8,"Abazenzayo bayafana nazo, bonke abazethembayo.  "
Verse 9,"Israyeli, themba kuJehova; yena ulusizo lwabo nesihlangu sabo.  "
Verse 10,"O wena ndlu ka-Aroni, themba kuJehova; yena ulusizo lwabo nesihlangu sabo.  "
Verse 11,Nina enimesabayo uJehova thembani kuJehova; yena ulusizo lwabo nesihlangu sabo.  
Verse 12,"UJehova usikhumbulile; uyakubusisa, abusise indlu ka-Israyeli, abusise indlu ka-Aroni.  "
Verse 13,"Uyakubusisa abamesabayo uJehova, abancane nabakhulu.  "
Verse 14,"UJehova uyakunandisa, nina nabantwana benu.  "
Verse 15,Manibe ngababusisiweyo bakaJehova owenzile izulu nomhlaba.  
Verse 16,"Izulu liyizulu likaJehova, kepha umhlaba wawunika abantwana babantu.  "
Verse 17,"Abafileyo abamdumnisi uJehova, qha, noyedwa kwabehlelayo ekuthuleni.  "
Verse 18,Kepha thina siyakumbonga uJehova kusukela kulesi sikhathi kuze kube phakade. Haleluya!
Verse 19,
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 25,
Verse 26,
Verse 27,
Verse 28,
Verse 29,
Verse 1,"Ngiyamthanda uJehova, ngokuba uyezwa izwi lokukhuleka kwami.  "
Verse 2,Ngokuba ubekile indlebe kimi ngiyakukhuleka kuye zonke izinsuku zami.  
Verse 3,"Izintambo zokufa zangizungeza, nobuhlungu bendawo yabafileyo bangibamba; ngafumana ukuhlupheka nosizi.  "
Verse 4,"Kepha ngabiza igama likaJehova, ngathi: “Ngiyakuncenga, Jehova, khulula umphefumulo wami.”  "
Verse 5,"Unomusa uJehova, ulungile; uNkulunkulu wethu unobubele.  "
Verse 6,UJehova uyalondoloza ongenabuqili; ngithotshisiwe phansi wangisindisa.  
Verse 7,"Buyela ekuphumuleni kwakho, mphefumulo wami, ngokuba uJehova ukuphathe ngomusa.  "
Verse 8,"Yebo, ukhululile umphefumulo wami ekufeni, amehlo ami ezinyembezini, nezinyawo zami ekuweni.  "
Verse 9,Ngiyakuhamba ebusweni bukaJehova ezweni labaphilayo.  
Verse 10,"Ngiyakholwa, ngalokho ngiyakhuluma; ngahlushwa kakhulu.  "
Verse 11,Ngathi osizini lwami: “Bonke abantu banamanga.”  
Verse 12,Ngiyakubuyiselani kuJehova ngazo zonke izenzo zakhe ezinhle kimina na?  
Verse 13,"Ngiyakuthatha indebe yensindiso, ngibize igama likaJehova.  "
Verse 14,"Izithembiso zami kuJehova ngiyakuzigcwalisa, yebo, nasebusweni babantu bakhe bonke.  "
Verse 15,Kuyigugu emehlweni kaJehova ukufa kwabangcwele bakhe.  
Verse 16,"Ngiyinceku yakho impela, Jehova; ngiyinceku yakho, indodana yencekukazi yakho; uthukululile izintambo zami.  "
Verse 17,"Ngiyakunikela kuwe umnikelo wokubonga, ngibize igama likaJehova.  "
Verse 18,"Izithembiso zami kuJehova ngiyakuzigcwalisa yebo, nasebusweni babantu bakhe bonke,  "
Verse 19,"emagcekeni endlu kaJehova, phakathi kwakho, Jerusalema. Haleluya!"
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 24,
Verse 25,
Verse 26,
Verse 27,
Verse 1,"Dumisani uJehova nina bezizwe zonke, nimbabaze nina bantu bonke.  "
Verse 2,Ngokuba umusa wakhe mkhulu kithina; iqiniso likaJehova limi phakade. Haleluya!
Verse 3,
Verse 4,
Verse 1,"Bongani uJehova, ngokuba muhle, ngokuba umusa wakhe umi phakade.  "
Verse 2,"Makathi u-Israyeli: “Yebo, umusa wakhe umi phakade.”  "
Verse 3,"Mayithi indlu ka-Aroni: “Yebo, umusa wakhe umi phakade.”  "
Verse 4,"Mabathi abamesabayo uJehova: “Yebo, umusa wakhe umi phakade.”  "
Verse 5,"Engcingweni yami ngakhuleka kuJehova, uJehova wangiphendula endaweni ebanzi.  "
Verse 6,"UJehova ungakimi, angiyikwesaba; umuntu angangenzani na?  "
Verse 7,UJehova ungakimi ekanye nabangisizayo; ngalokho ngiyakubabuka bephansi abangizondayo.  
Verse 8,Kuhle ukuphephela kuJehova kunokwethemba umuntu.  
Verse 9,Kuhle ukuphephela kuJehova kunokwethemba izikhulu.  
Verse 10,Bonke abezizwe bayangizungeza; egameni likaJehova ngiyakubachitha.  
Verse 11,"Bayangikaka, yebo, bayangizungeza; egameni likaJehova ngiyakubachitha.  "
Verse 12,"Bayangibunganyela njengezinyosi, bacimeka njengomlilo wameva; egameni likaJehova ngiyakubachitha.  "
Verse 13,"Bayangihlohloloza ukuba ngiwe, kepha uJehova uyangisiza.  "
Verse 14,"UJehova ungamandla ami nesihlabelelo sami, waba yinsindiso yami.  "
Verse 15,Izwi lokwethaba nelokusindiswa lisezindlini zabalungileyo; esokunene sikaJehova senza okwamandla.  
Verse 16,"Esokunene sikaJehova siphakeme, esokunene sikaJehova sisebenza ngamandla.  "
Verse 17,"Angiyikufa, kepha ngiyakuphila, ngishumayele imisebenzi kaJehova.  "
Verse 18,"UJehova wangilaya nokungilaya, kodwa akanginikelanga ekufeni.  "
Verse 19,"Ngivuleleni amasango okulunga, ngingene ngawo, ngimdumise uJehova.  "
Verse 20,Yileli isango likaJehova; olungileyo uyakungena ngalo.  
Verse 21,"Ngiyakukudumisa, ngokuba ungizwile, waba yinsindiso yami.  "
Verse 22,Itshe abalinqabayo abakhi selaba yinhloko yegumbi.  
Verse 23,Lona lavela kuJehova; liyisimangaliso emehlweni ethu.  
Verse 24,"Yilolu usuku alwenzileyo uJehova; siyakwethaba, sithokoze ngalo.  "
Verse 25,"Sindisa, Jehova! ngiyakuncenga; hlahlamelisa, Jehova! ngiyakucela.  "
Verse 26,Makabusiswe ozayo egameni likaJehova; siyanibusisa sisendlini kaJehova.  
Verse 27,"UJehova unguNkulunkulu, usikhanyisele; hlobisani umkhosi ngamahlamvu kuze kube sezimpondweni ze-altare.  "
Verse 28,"Wena unguNkulunkulu wami, ngiyakukubonga; Nkulunkulu wami, ngiyakukuphakamisa.  "
Verse 29,"Bongani uJehova, ngokuba muhle, ngokuba umusa wakhe umi phakade."
Verse 30,
Verse 31,
Verse 32,
Verse 33,
Verse 34,
Verse 35,
Verse 36,
Verse 37,
Verse 38,
Verse 39,
Verse 40,
Verse 41,
Verse 42,
Verse 1,"Babusisiwe abaqotho endleleni, abahamba ngemithetho kaJehova.  "
Verse 2,"Babusisiwe abagcina ubufakazi bakhe, abamfuna ngenhliziyo yonke,  "
Verse 3,"abangenzi ukungalungi, kepha behamba ezindleleni zakhe;  "
Verse 4,wena usiyalezile ukuba sizigcine ngokwempela.  
Verse 5,Sengathi zingaqondiswa izindlela zami ukuba ngigcine izimiso zakho.  
Verse 6,Khona angiyikujabha; ngiyakuhlonipha iziyalezo zonke zakho.  
Verse 7,"Ngiyakukubonga ngobuqotho benhliziyo, lapho ngifunda izahlulelo zakho ezilungileyo.  "
Verse 8,Izimiso zakho ngiyakuzigcina; ungangishiyi nakanci.  
Verse 9,Insizwa iyakuyihlanza kanjani indlela yayo na? Ngokuqaphela okwezwi lakho.  
Verse 10,Ngikufunile ngenhliziyo yami yonke; mangingaphambuki emiyalweni yakho.  
Verse 11,"Enhliziyweni yami ngiyalonda izwi lakho, ukuze ngingoni kuwe.  "
Verse 12,"Mawubongwe wena Jehova, ungifundise izimiso zakho.  "
Verse 13,Ngomlomo wami ngimemezele zonke izahlulelo zomlomo wakho.  
Verse 14,Ngithokoza ngendlela yobufakazi bakho njengemfuyo.  
Verse 15,"Ngiyakuzindla ngeziyalezo zakho, ngihloniphe izindlela zakho.  "
Verse 16,Ngiyakuthokoza ngezimiso zakho; angiyikukhohlwa izwi lakho.  
Verse 17,"Yenzele okuhle inceku yakho ukuba ngiphile, ngigcine izwi lakho.  "
Verse 18,Vula amehlo ami ukuba ngibone izimangaliso zasemthethweni wakho.  
Verse 19,Ngingumfokazi emhlabeni; ungangifihleli imiyalo yakho.  
Verse 20,Umphefumulo wami waphukile ngokulangazelela njalo izahlulelo zakho.  
Verse 21,"Uyakhuza abazidlayo, abaqalekisiweyo, abaduka emiyalweni yakho.  "
Verse 22,"Susa kimi isihlamba nokudelelwa, ngokuba ngiyaqaphela ubufakazi bakho.  "
Verse 23,"Yebo, izikhulu zihlezi zikhuluma ngami; inceku yakho iyazindla ngezimiso zakho.  "
Verse 24,"Ubufakazi bakho buyintokozo yami, bungumluleki wami.  "
Verse 25,Umphefumulo wami unamathela othulini; ngiphilise ngokwezwi lakho.  
Verse 26,"Ngimemezele izindlela zami, wena wangizwa; ngifundise izimiso zakho.  "
Verse 27,Ngiqondise indlela yeziyalezo zakho ukuba ngikhulume ngezimangaliso zakho.  
Verse 28,Umphefumulo wami uyakhala ngosizi; ngivuse ngokwezwi lakho.  
Verse 29,"Susa kimi indlela yamanga, ungiphe ngomusa umthetho wakho.  "
Verse 30,Ngikhethile indlela yeqiniso; izahlulelo zakho ngizibekile phambi kwami.  
Verse 31,"Ngibambelele ebufakazini bakho; ungangijabhisi, Jehova.  "
Verse 32,"Ngiyakugijima ngendlela yemiyalo yakho, ngokuba uyakwandisa inhliziyo yami.  "
Verse 33,"Ngitshengise, Jehova, indlela yezimiso zakho; ngiyakuyigcina kuze kube sekupheleni.  "
Verse 34,"Ngiphe ingqondo, ukuze ngiqaphele umthetho wakho, ngiwugcine ngenhliziyo yami yonke.  "
Verse 35,"Ngihambise endleleni yemiyalo yakho, ngokuba ngiyathokoza ngayo.  "
Verse 36,"Thobisela inhliziyo yami ebufakazini bakho, kungabi sekuhaheni.  "
Verse 37,"Phendula amehlo ami, angaboni okuyize, ungiphilise endleleni yakho.  "
Verse 38,Yigcwalise encekwini yakho inkulumo yakho eyenza ukuba wesatshwe.  
Verse 39,"Dlulisa isihlamba engisesabayo, ngokuba izahlulelo zakho zinhle.  "
Verse 40,"Bheka, ngiyalangazelela iziyalezo zakho; ngiphilise ngokulunga kwakho.  "
Verse 41,"Mawuze kimi umusa wakho, Jehova, insindiso yakho ngokwezwi lakho.  "
Verse 42,"Khona ngiyakumphendula ongithukayo, ngokuba ngiyalethemba izwi lakho.  "
Verse 43,"Ungalisusi emlonyeni wami ngokupheleleyo izwi leqiniso, ngokuba ngiyethemba izahlulelo zakho.  "
Verse 44,"Khona ngiyakuwugcina njalo umthetho wakho, yebo, kuze kube phakade.  "
Verse 45,"Ngiyakuhamba endaweni ebanzi, ngokuba iziyalezo zakho ngiyazifuna.  "
Verse 46,"Ngiyakukhuluma ngobufakazi bakho phambi kwamakhosi, ngingajabhi.  "
Verse 47,Ngiyakuthokoza ngemiyalo yakho engiyithandileyo.  
Verse 48,"Ngiyakuphakamisela izandla zami kuyo imiyalo yakho engiyithandileyo, ngizindle ngezimiso zakho.  "
Verse 49,Khumbula izwi encekwini yakho owangipha ithemba ngalo.  
Verse 50,"Lokhu kuyinduduzo ekuhluphekeni kwami, ngokuba izwi lakho lingiphilisile.  "
Verse 51,"Abazidlayo bangihleka usulu kakhulu, kepha emthethweni wakho angichezuki.  "
Verse 52,"Ngiyakhumbula izahlulelo zakho zasendulo, Jehova; ngiyaduduzeka.  "
Verse 53,Ukuvutha kolaka kungibambile ngenxa yababi abashiya umthetho wakho.  
Verse 54,Zaba yizihlabelelo kimina izimiso zakho endlini yokugogobala kwami.  
Verse 55,"Ebusuku ngikhumbula igama lakho, Jehova, ngigcina umthetho wakho.  "
Verse 56,"Lokhu kwaba ngokwami, ngokuba ngagcina iziyalezo zakho.  "
Verse 57,UJehova uyisabelo sami; ngithi ngiyakugcina amazwi akho.  
Verse 58,Ngincenga ubuso bakho ngenhliziyo yami yonke; yiba nomusa kimi ngokwezwi lakho.  
Verse 59,"Ngizindla ngezindlela zami, ngiqondisa izinyawo zami ebufakazini bakho.  "
Verse 60,"Ngiyashesha, angilibali ukugcina imiyalo yakho.  "
Verse 61,"Izintambo zababi ziyangizungeza, kepha angikhohlwa umthetho wakho.  "
Verse 62,Phakathi kobusuku ngiyakuvuka ngikubonge ngenxa yezahlulelo zakho ezilungileyo.  
Verse 63,"Ngingumngane wabo bonke abakwesabayo, abagcina iziyalezo zakho.  "
Verse 64,"Umhlaba ugcwele umusa wakho, Jehova; ngifundise izimiso zakho.  "
Verse 65,"Uyenzele inceku yakho okuhle, Jehova, ngokwezwi lakho.  "
Verse 66,"Ngifundise ukuqonda okuhle nokwazi, ngokuba ngikholwa yimiyalo yakho.  "
Verse 67,"Ngingakahlupheki ngaduka, kepha manje sengiyaligcina izwi lakho.  "
Verse 68,"Umuhle wena, futhi wenza okuhle; ngifundise izimiso zakho.  "
Verse 69,Abazidlayo baqamba amanga ngami; ngenhliziyo yonke yami ngiyakugcina iziyalezo zakho.  
Verse 70,Inhliziyo yabo injengamafutha ingezwa lutho; kepha mina ngithokoza ngomthetho wakho.  
Verse 71,"Kwangilungela ukuba ngihlushwe, ukuze ngifunde izimiso zakho.  "
Verse 72,Umthetho womlomo wakho muhle kunezinkulungwane zegolide nezesiliva.  
Verse 73,"Izandla zakho zingenzile, zangibumba; ngiphe ingqondo, ukuze ngifunde imiyalo yakho.  "
Verse 74,"Abakwesabayo bayakujabula lapho bengibona, ngokuba ngethemba izwi lakho.  "
Verse 75,Ngiyazi ukuthi izahlulelo zakho zilungile nokuthi wangilaya ngokuthembeka.  
Verse 76,Umusa wakho mawube yinduduzo encekwini yakho ngokwezwi lakho.  
Verse 77,"Ububele bakho mabuze kimi, ukuze ngiphile, ngokuba umthetho wakho uyintokozo yami.  "
Verse 78,"Abazidlayo mabajabhe, ngokuba bangicindezele, kungekho sizathu; kepha mina ngiyakuzindla ngeziyalezo zakho.  "
Verse 79,Mabaphendukele kimi abakwesabayo nabaziyo ubufakazi bakho.  
Verse 80,"Inhliziyo yami mayiphelele ezimisweni zakho, ukuze ngingajabhi.  "
Verse 81,Umphefumulo wami ulangazelela insindiso yakho; ngiyalethemba izwi lakho.  
Verse 82,"Amehlo ami alangazelela izwi lakho, ngithi: “Uyakungiduduza nini na?”  "
Verse 83,Nginjengemvaba emsini; izimiso zakho angizikhohlwa.  
Verse 84,Zingaki izinsuku zenceku yakho? Uzakubahlulela nini abangizingelayo na?  
Verse 85,"Abazidlayo bangimbela imigodi, bona abaphambene nomthetho wakho.  "
Verse 86,Yonke imiyalo yakho ithembekile; bayangizingela ngamanga; ngisize.  
Verse 87,"Bacishe bangiqeda emhlabeni, kepha angishiyanga iziyalezo zakho.  "
Verse 88,"Ngiphilise ngokomusa wakho, ukuze ngigcine ubufakazi bomlomo wakho.  "
Verse 89,"Kuze kube phakade, Jehova, izwi lakho limi liqinile ezulwini.  "
Verse 90,Ezizukulwaneni ngezizukulwane ukuthembeka kwakho kukhona; wamisa umhlaba; usemi.  
Verse 91,"Ngokwezahlulelo zakho kusekhona nanamuhla, ngokuba konke kuyizinceku zakho.  "
Verse 92,"Uma umthetho wakho ubungesiyo intokozo yami, ngabe ngibhubhele ekuhluphekeni kwami.  "
Verse 93,"Angiyikukhohlwa kuze kube phakade iziyalezo zakho, ngokuba ungiphilisile ngazo.  "
Verse 94,"Ngingowakho, ngisindise, ngokuba ngiyafuna iziyalezo zakho.  "
Verse 95,"Ababi bahlalele ukungibhubhisa, kepha ngiyaqaphela ubufakazi bakho.  "
Verse 96,"Ngibonile ukugcina kokuphelelyo konke, kepha umthetho wakho ubanzi kakhulu.  "
Verse 97,Ngiyawuthanda umthetho wakho kangaka. Usuku lonke ngizindla ngawo.  
Verse 98,"Ngemiyalo yakho ngiyahlakanipha kunezitha zami, ngokuba inami kuze kube phakade.  "
Verse 99,"Ngiyaqonda kunabo bonke abangifundisayo, ngokuba ngizindla ngobufakazi bakho.  "
Verse 100,"Nginokuqonda kunabadala, ngokuba ngigcina iziyalezo zakho.  "
Verse 101,"Ngiyazinqanda izinyawo zami ezindleleni zonke zokubi, ukuze ngigcine izwi lakho.  "
Verse 102,"Ezahlulelweni zakho angichezuki, ngokuba wena uyangifundisa.  "
Verse 103,Amnandi kangaka amazwi akho ekunambitheni kwami; adlula izinyosi emlonyeni wami.  
Verse 104,Ngeziyalezo zakho ngiyathola ukuqonda; ngalokho ngiyazonda zonke izindlela zamanga.  
Verse 105,Izwi lakho liyisibani ezinyaweni zami nokukhanya endleleni yami.  
Verse 106,Ngifungile; ukulonda izahlulelo zakho ezilungileyo ngakugcina.  
Verse 107,"Ngiyahlupheka kakhulu; Jehova, ngiphilise ngokwezwi lakho.  "
Verse 108,"Jehova, yamukela iminikelo yesihle yomlomo wami, ungifundise izahlulelo zakho:  "
Verse 109,Umphefumulo wami usesandleni sami njalo; nokho umthetho wakho angiwukhohlwa.  
Verse 110,"Ababi bangibekele ugibe, kepha angiduki eziyalezweni zakho.  "
Verse 111,"Ngidlile ifa lobufakazi bakho kuze kube phakade, ngokuba kuyintokozo yenhliziyo yami.  "
Verse 112,"Ngithobisile inhliziyo yami ukwenza izimiso zakho njalo, yebo, kuze kube sekupheleni.  "
Verse 113,"Ngiyabazonda abanhliziyo mbili, kepha umthetho wakho ngiyawuthanda.  "
Verse 114,Wena uyisiphephelo sami nesihlangu sami; ngiyethemba izwi lakho.  
Verse 115,"Sukani kimi nina enenza okubi, ngokuba ngiyakugcina imiyalo kaNkulunkulu wami.  "
Verse 116,"Ngiphase ngokwezwi lakho, ukuze ngiphile, ngingajabhi ngethemba lami.  "
Verse 117,"Ngisekele, ngize ngisindiswe, ngibheke njalo izimiso zakho.  "
Verse 118,"Uyabadelela bonke abaduka ezimisweni zakho, ngokuba ubuqili babo buyize.  "
Verse 119,Uyabalahla bonke ababi bomhlaba njengendiva; ngalokho ngiyathanda ubufakazi bakho.  
Verse 120,"Inyama yami iyathuthumela ngovalo ngawe, ngiyesaba izahlulelo zakho.  "
Verse 121,Ngiyenza ukwahlulela nokulunga; unganginikeli kubo abahluphi bami.  
Verse 122,Mela inceku yakho kube kuhle; abazidlayo mabangangicindezeli.  
Verse 123,Amehlo ami ayalangazelela insindiso yakho nezwi lokulunga kwakho.  
Verse 124,"Yenza encekwini yakho ngokomusa wakho, ungifundise izimiso zakho.  "
Verse 125,Ngiyinceku yakho; ngiphe ingqondo ukuba ngazi ubufakazi bakho.  
Verse 126,"Kuyisikhathi sikaJehova sokusebenza, ngokuba bawenz' ize umthetho wakho.  "
Verse 127,"Ngalokho ngiyathanda imiyalo yakho kunegolide, yebo, kunegolide elicwengekileyo.  "
Verse 128,Ngalokho ngiyavuma ukuthi imiyalo yakho yonke ilungile; ngiyazonda zonke izindlela zamanga.  
Verse 129,Ubufakazi bakho buyisimangaliso; ngalokho umphefumulo wami uyabugcina.  
Verse 130,"Ukwambulwa kwamazwi akho kuyakhanyisa, yebo, kuyabaqondisa abangenalwazi.  "
Verse 131,"Ngivula umlomo wami, ngikhefuzela, ngokuba ngiyalangazelela imiyalo yakho.  "
Verse 132,"Bheka kimi, ube nomusa kimi njengokufanele abathanda igama lakho.  "
Verse 133,Qinisa izinyathelo zami ezwini lakho; makungangibusi nobubodwa ububi.  
Verse 134,"Ngihlenge ekuhlupheni kwabantu, ukuze ngigcine iziyalezo zakho.  "
Verse 135,"Yikhanyisele inceku yakho ubuso bakho, ngifundise izimiso zakho.  "
Verse 136,"Imifula yamanzi iyehlela emehlweni ami, ngokuba abagcini umthetho wakho.  "
Verse 137,Wena Jehova ulungile; izahlulelo zakho ziqotho.  
Verse 138,Uyalezile ubufakazi bakho ngokulunga ngokuthembeka okukhulu.  
Verse 139,"Ukushisekela kwami kungidlile, ngokuba izitha zami zikhohliwe amazwi akho.  "
Verse 140,Izwi lakho licwebile kakhulu; ngalokho inceku yakho iyalithanda.  
Verse 141,"Ngimncane, ngidelelekile; iziyalezo zakho angizikhohlwa.  "
Verse 142,Ukulunga kwakho kungukulunga okuphakade; umthetho wakho uyiqiniso.  
Verse 143,Ukuhlupheka nosizi kungehlele; imiyalo yakho iyintokozo yami.  
Verse 144,Ukulunga kobufakazi bakho kumi phakade; ngiphe ukuqonda ukuba ngiphile.  
Verse 145,"Ngikhala ngenhliziyo yami yonke; ngizwe, Jehova; izimiso zakho ngiyakuzigcina.  "
Verse 146,"Ngikhala kuwe, ngisindise; ngiyakugcina ubufakazi bakho.  "
Verse 147,Ngiyandulela uvivi lokusa ngikhala; ngiyethemba amazwi akho.  
Verse 148,Amehlo ami ayandulela imilindo yobusuku ukuba ngizindle ngezwi lakho.  
Verse 149,"Yizwa izwi lami ngokomusa wakho, Jehova, ungiphilise ngokwezahlulelo zakho.  "
Verse 150,Bayasondela abalandela ukonakala; bakude nomthetho wakho.  
Verse 151,Wena Jehova useduze; imiyalo yakho yonke iyiqiniso.  
Verse 152,Kudala ngazile ngobufakazi bakho ukuthi ubusekele kuze kube phakade.  
Verse 153,"Bheka ukuhlupheka kwami, ungikhulule, ngokuba angikhohlwa umthetho wakho.  "
Verse 154,"Mela indaba yami, ungihlenge, ungiphilise ngokwezwi lakho.  "
Verse 155,"Ukusindiswa kukude nababi, ngokuba abafuni izimiso zakho.  "
Verse 156,"Ububele bakho, Jehova, bukhulu; ngiphilise ngokwezahlulelo zakho.  "
Verse 157,Abangizingelayo nabayizitha kimi baningi; kepha ebufakazini bakho angichezuki.  
Verse 158,"Lapho ngibona amambuka, ngiyadikibala, ngokuba awagcini izwi lakho.  "
Verse 159,"Bheka ukuthi ngithanda kangaka iziyalezo zakho, Jehova; ngiphilise ngokomusa wakho.  "
Verse 160,Amazwi akho onke ayiqiniso; zonke izahlulelo zakho ezilungileyo zimi kuze kube phakade.  
Verse 161,"Izikhulu ziyangizingela, kungekho sizathu, kepha inhliziyo yami iyesaba izwi lakho.  "
Verse 162,Ngithokoza ngezwi lakho njengozuza impango enkulu.  
Verse 163,"Amanga ngiyawazonda, ngiyawenyanya; umthetho wakho ngiyawuthanda.  "
Verse 164,Kasikhombisa ngosuku ngiyakudumisa ngezahlulelo zokulunga kwakho.  
Verse 165,Abathanda umthetho wakho banokuthula okukhulu; akukho sikhubekiso kubo.  
Verse 166,"Ngiyethemba insindiso yakho, Jehova; imiyalo yakho ngiyayenza.  "
Verse 167,Umphefumulo wami uyagcina ubufakazi bakho; ngiyabuthanda kakhulu.  
Verse 168,"Ngiyagcina iziyalezo zakho nobufakazi bakho, ngokuba izindlela zami zonke ziphambi kwakho.  "
Verse 169,"Ukukhala kwami makusondele ebusweni bakho, Jehova; ngiqondise ngokwezwi lakho.  "
Verse 170,Ukuncenga kwami makuze ebusweni bakho; ngihlenge ngokwezwi lakho.  
Verse 171,"Umlomo wami mawuchichime indumiso, ngokuba uyangifundisa izimiso zakho.  "
Verse 172,"Ulimi lwami malukhulume izwi lakho, ngokuba imiyalo yakho yonke ilungile.  "
Verse 173,"Isandla sakho masibe lusizo kimi, ngokuba ngikhethile iziyalezo zakho.  "
Verse 174,"Ngiyalangazelela insindiso yakho, Jehova; umthetho wakho uyintokozo yami.  "
Verse 175,"Umphefumulo wami mawuphile, ukudumise; izahlulelo zakho mazingisize.  "
Verse 176,"Ngiyaduka njengemvu elahlekileyo; funa inceku yakho, ngokuba angikhohlwa imiyalo yakho."
Verse 177,
Verse 178,
Verse 179,
Verse 180,
Verse 181,
Verse 182,
Verse 183,
Verse 184,
Verse 185,
Verse 186,
Verse 187,
Verse 188,
Verse 189,
Verse 190,
Verse 191,
Verse 192,
Verse 193,
Verse 194,
Verse 195,
Verse 196,
Verse 197,
Verse 198,
Verse 199,
Verse 200,
Verse 201,
Verse 202,
Verse 203,
Verse 204,
Verse 205,
Verse 206,
Verse 207,
Verse 208,
Verse 209,
Verse 210,
Verse 211,
Verse 212,
Verse 213,
Verse 214,
Verse 215,
Verse 216,
Verse 217,
Verse 218,
Verse 219,
Verse 220,
Verse 221,
Verse 222,
Verse 223,
Verse 224,
Verse 1,"Ekuhluphekeni kwami ngakhala kuJehova, wangiphendula.  "
Verse 2,"Jehova, hlenga umphefumulo wami emlonyeni wamanga nasolimini lwenkohliso.  "
Verse 3,"Uyakuvuzwa ngani, uyakwenezelelwani wena lulimi lwenkohliso, na?  "
Verse 4,Imicibisholo ebukhali yeqhawe namalahle omlilo.  
Verse 5,"Maye kimi! Ngokuba ngigogobele kwaMesheke, ngihlezi ematendeni akwaKedari.  "
Verse 6,Umphefumulo wami sekukade wahlala naye ozonda ukuthula.  
Verse 7,"Ngingowokuthula; kepha uma ngikhuluma, bangabalwayo."
Verse 8,
Verse 9,
Verse 1,Ngiphakamisela amehlo ami ezintabeni; usizo lwami luvelaphi na?  
Verse 2,Usizo lwami luvela kuJehova owenzile izulu nomhlaba.  
Verse 3,Akayikuvuma ukuba unyawo lwakho lushelele; okulondolozayo akayikozela.  
Verse 4,"Bheka, olonda u-Israyeli akozeli, akalali.  "
Verse 5,UJehova ungumlondi wakho; uJehova ungumthunzi wakho ngasesandleni sakho sokunene.  
Verse 6,Ilanga aliyikukushaya emini nenyanga ebusuku.  
Verse 7,UJehova uyakukulondoloza ebubini bonke; uyakulonda umphefumulo wakho.  
Verse 8,UJehova uyakulondoloza ukuphuma kwakho nokungena kwakho kusukela kulesi sikhathi kuze kube phakade.
Verse 9,
Verse 10,
Verse 11,
Verse 12,
Verse 13,
Verse 1,Ngajabula lapho bethi kimi: “Masiye endlini kaJehova.”  
Verse 2,"Izinyawo zethu sezimi emasangweni akho, Jerusalema,  "
Verse 3,"Jerusalema, wena owakhiwe njengomuzi ohlanganisiwe ngokuqinileyo,  "
Verse 4,"lapho imindeni ikhuphukela khona, imindeni kaJehova, ngokomthetho ka-Israyeli ukuba idumise igama likaJehova.  "
Verse 5,"Ngokuba kumisiwe khona izihlalo zokwahlulela, izihlalo zobukhosi zendlu kaDavide.  "
Verse 6,Khulekelani ukuthula kwaseJerusalema: “Abakuthandayo bayakuphumelela kahle.  
Verse 7,"Makube khona ukuthula phakathi kwezingange zakho, nenhlanhla ezindlini zakho zobukhosi.”  "
Verse 8,Ngenxa yabafowethu nabangane bethu ngizakuthi manje: “Makube khona ukuthula kuwe.”  
Verse 9,Ngenxa yendlu kaJehova uNkulunkulu wethu ngiyakukufunela okuhle.
Verse 10,
Verse 11,
Verse 12,
Verse 13,
Verse 1,"Ngiyaphakamisela kuwe amehlo ami, wena ohlezi ezulwini.  "
Verse 2,"Bheka, njengamehlo ezinceku ekuzo izandla zamakhosi azo, namehlo encekukazi ekuso isandla senkosikazi yayo, kanjalo amehlo ethu akuye uJehova uNkulunkulu wethu, aze abe nomusa kithi.  "
Verse 3,"Sihawukele, Jehova sihawukele, ngokuba sesidiniwe kakhulu ngukudelelwa.  "
Verse 4,Umphefumulo wethu udiniwe kakhulu ngukweyisa kwabaziqhenyayo nokudelela kwabazidlayo.
Verse 5,
Verse 6,
Verse 1,"Uma uJehova ebengenathi, makasho njalo manje u-Israyeli,  "
Verse 2,"uma uJehova ebengenathi, lapho abantu besivukela,  "
Verse 3,ngabe sebesigwinyile ekuvutheni kolaka lwabo kithina;  
Verse 4,"amanzi ngabe asewele phezu kwethu, kudlule isikhukhula phezu komphefumulo wethu,  "
Verse 5,kudlule phezu komphefumulo wethu amanzi akhukhumeleyo.  
Verse 6,Makabongwe uJehova ongasinikelanga ukuba sibe yimpango yamazinyo abo.  
Verse 7,"Umphefumulo wethu uphunyukile njengenyoni ogibeni lwabacuphi; ugibe lwaphukile, thina saphunyuka.  "
Verse 8,Usizo lwethu lusegameni likaJehova owenzile izulu nomhlaba.
Verse 9,
Verse 10,
Verse 11,
Verse 12,
Verse 1,Abamethembayo uJehova bafana nentaba yaseSiyoni engenakunyakaziswa kepha imi phakade.  
